	-0.11	9.80	-6.81	-5.44	-5.00	3449.50
-0.13	0.28	9.78	-0.06	-0.06	0.06	3451.99
-0.13	0.26	9.66	-0.06	-0.06	0.12	3451.99
-0.13	0.26	9.66	-0.06	-0.06	0.12	3452.00
-0.13	0.28	9.73	0.00	0.12	0.06	3452.00
-0.13	0.28	9.73	0.06	-0.12	-0.06	3452.01
-0.15	0.29	9.75	0.06	-0.12	-0.06	3452.01
-0.15	0.29	9.75	0.12	0.12	0.06	3452.02
-0.14	0.28	9.78	0.12	0.12	0.06	3452.03
-0.16	0.31	9.76	-0.06	0.00	0.12	3452.03
-0.16	0.31	9.76	-0.06	0.00	0.12	3452.04
-0.15	0.29	9.69	-0.19	-0.25	0.06	3452.04
-0.15	0.29	9.69	-0.19	-0.25	0.06	3452.05
-0.14	0.27	9.74	0.00	0.12	0.06	3452.05
-0.14	0.27	9.74	0.00	-0.25	0.06	3452.06
-0.14	0.27	9.77	0.00	-0.25	0.06	3452.06
-0.14	0.27	9.77	-0.12	-0.06	0.12	3452.07
-0.16	0.29	9.82	-0.12	-0.06	0.12	3452.08
-0.11	0.29	9.80	-0.37	-0.12	0.19	3452.08
-0.11	0.29	9.80	-0.37	-0.12	0.19	3452.09
-0.14	0.28	9.71	0.00	0.00	0.06	3452.09
-0.14	0.28	9.71	0.00	0.00	0.06	3452.10
-0.12	0.30	9.73	0.06	-0.12	0.06	3452.10
-0.12	0.30	9.73	0.00	0.12	0.06	3452.11
-0.15	0.28	9.75	0.00	0.12	0.06	3452.11
-0.15	0.28	9.75	-0.12	0.06	0.12	3452.12
-0.14	0.28	9.82	-0.12	0.06	0.12	3452.13
-0.16	0.28	9.74	0.06	-0.06	0.19	3452.13
-0.16	0.28	9.74	0.06	-0.06	0.19	3452.14
-0.12	0.29	9.68	0.00	-0.06	0.12	3452.14
-0.12	0.29	9.68	0.00	-0.06	0.12	3452.15
-0.15	0.28	9.70	-0.12	-0.06	0.06	3452.15
-0.15	0.28	9.70	0.12	0.06	0.12	3452.16
-0.14	0.27	9.77	0.12	0.06	0.12	3452.17
-0.14	0.27	9.77	0.06	0.12	0.06	3452.17
-0.13	0.27	9.81	0.06	0.12	0.06	3452.18
-0.13	0.28	9.80	-0.19	-0.06	0.12	3452.18
-0.13	0.28	9.80	-0.19	-0.06	0.12	3452.19
-0.16	0.28	9.71	-0.12	-0.06	0.12	3452.19
-0.16	0.28	9.71	-0.12	-0.06	0.12	3452.20
-0.14	0.27	9.70	0.06	-0.12	0.19	3452.20
-0.14	0.27	9.70	-0.06	-0.19	0.00	3452.21
-0.15	0.29	9.77	-0.06	-0.19	0.00	3452.22
-0.15	0.29	9.77	0.06	0.00	0.06	3452.22
-0.13	0.28	9.77	0.06	0.00	0.06	3452.23
-0.13	0.29	9.79	-0.06	-0.12	0.06	3452.23
-0.13	0.29	9.79	-0.06	-0.12	0.06	3452.24
-0.15	0.30	9.72	0.06	-0.12	0.12	3452.24
-0.15	0.30	9.72	0.06	-0.12	0.12	3452.25
-0.16	0.30	9.72	0.06	-0.06	-0.06	3452.26
-0.16	0.30	9.72	-0.19	0.00	0.06	3452.26
-0.13	0.28	9.77	-0.19	0.00	0.06	3452.27
-0.13	0.28	9.77	-0.12	0.06	0.12	3452.27
-0.15	0.27	9.79	-0.12	0.06	0.12	3452.28
-0.12	0.29	9.78	0.00	0.06	0.19	3452.28
-0.12	0.29	9.78	0.00	0.06	0.19	3452.29
-0.14	0.26	9.70	-0.12	-0.06	0.12	3452.29
-0.14	0.26	9.70	-0.12	-0.06	0.12	3452.30
-0.13	0.26	9.72	0.00	-0.06	0.00	3452.31
-0.13	0.26	9.72	-0.12	-0.06	0.25	3452.31
-0.14	0.29	9.77	-0.12	-0.06	0.25	3452.32
-0.14	0.29	9.77	0.00	-0.12	0.19	3452.32
-0.14	0.28	9.79	0.00	-0.12	0.19	3452.33
-0.14	0.28	9.76	0.00	-0.06	0.06	3452.33
-0.14	0.28	9.76	0.00	-0.06	0.06	3452.34
-0.17	0.29	9.71	0.00	0.12	0.06	3452.35
-0.17	0.29	9.71	-0.12	-0.19	0.06	3452.35
-0.13	0.30	9.75	-0.12	-0.19	0.06	3452.36
-0.13	0.29	9.76	-0.19	-0.12	0.06	3452.36
-0.13	0.29	9.76	-0.19	-0.12	0.06	3452.37
-0.15	0.30	9.76	0.00	0.19	0.06	3452.37
-0.15	0.30	9.76	0.00	0.19	0.06	3452.38
-0.14	0.28	9.77	0.00	-0.06	-0.12	3452.38
-0.14	0.28	9.77	0.00	-0.06	-0.12	3452.39
-0.16	0.27	9.71	-0.06	-0.25	0.19	3452.40
-0.16	0.27	9.71	-0.06	-0.19	0.19	3452.40
-0.15	0.29	9.76	-0.06	-0.19	0.19	3452.41
-0.13	0.28	9.78	-0.12	-0.06	0.19	3452.41
-0.13	0.28	9.78	-0.12	-0.06	0.19	3452.42
-0.13	0.27	9.80	0.00	0.00	0.12	3452.42
-0.13	0.27	9.80	0.00	0.00	0.12	3452.43
-0.16	0.29	9.78	-0.06	0.06	0.12	3452.44
-0.16	0.29	9.78	0.00	0.06	0.06	3452.44
-0.13	0.28	9.69	0.00	0.06	0.06	3452.45
-0.13	0.30	9.75	-0.06	-0.12	0.06	3452.45
-0.13	0.30	9.75	-0.06	-0.12	0.06	3452.46
-0.14	0.30	9.77	-0.12	-0.12	0.06	3452.47
-0.14	0.30	9.77	-0.12	-0.12	0.06	3452.47
-0.16	0.29	9.78	0.00	-0.12	-0.06	3452.48
-0.16	0.29	9.78	0.00	0.06	-0.12	3452.48
-0.14	0.28	9.75	0.00	0.06	-0.12	3452.49
-0.14	0.29	9.69	-0.06	-0.06	-0.06	3452.49
-0.14	0.29	9.69	-0.06	-0.06	-0.06	3452.50
-0.15	0.25	9.71	0.12	0.12	-0.06	3452.51
-0.15	0.25	9.71	0.00	-0.12	0.06	3452.51
-0.16	0.29	9.76	0.00	-0.12	0.06	3452.52
-0.16	0.29	9.76	0.00	0.19	0.06	3452.52
-0.17	0.30	9.78	0.00	0.19	0.06	3452.53
-0.13	0.30	9.78	0.00	0.06	0.12	3452.53
-0.13	0.30	9.78	0.00	0.06	0.12	3452.54
-0.14	0.28	9.70	0.00	0.00	-0.06	3452.55
-0.14	0.28	9.70	0.06	0.12	0.12	3452.55
-0.14	0.27	9.71	0.06	0.12	0.12	3452.56
-0.14	0.29	9.78	0.00	0.12	-0.12	3452.56
-0.14	0.29	9.78	0.00	0.12	-0.12	3452.57
-0.14	0.29	9.78	-0.12	-0.19	0.00	3452.57
-0.13	0.28	9.79	-0.12	-0.19	0.00	3452.58
-0.15	0.28	9.80	-0.06	-0.19	0.00	3452.58
-0.15	0.28	9.80	-0.06	-0.19	0.00	3452.59
-0.13	0.30	9.70	-0.06	-0.06	0.06	3452.60
-0.13	0.30	9.70	0.00	-0.19	0.12	3452.60
-0.15	0.27	9.75	0.00	-0.19	0.12	3452.61
-0.16	0.28	9.80	-0.06	0.12	0.00	3452.61
-0.16	0.28	9.80	-0.06	0.12	0.00	3452.62
-0.14	0.29	9.77	-0.12	0.06	0.00	3452.62
-0.14	0.29	9.77	-0.12	0.06	0.00	3452.63
-0.16	0.28	9.82	0.19	0.12	-0.06	3452.64
-0.16	0.28	9.82	0.19	0.12	-0.06	3452.64
-0.13	0.27	9.70	0.00	0.06	0.06	3452.65
-0.13	0.27	9.70	0.06	0.19	0.00	3452.65
-0.15	0.27	9.74	0.06	0.19	0.00	3452.66
-0.17	0.28	9.77	-0.12	0.00	-0.06	3452.66
-0.17	0.28	9.77	-0.12	0.00	-0.06	3452.67
-0.14	0.28	9.80	-0.06	0.12	0.06	3452.67
-0.14	0.28	9.80	-0.06	0.12	0.06	3452.68
-0.14	0.30	9.75	0.00	-0.06	-0.06	3452.69
-0.14	0.30	9.75	0.00	-0.06	-0.06	3452.69
-0.13	0.27	9.70	0.00	0.06	0.06	3452.70
-0.13	0.27	9.70	0.12	0.12	0.00	3452.70
-0.14	0.28	9.73	0.12	0.12	0.00	3452.71
-0.13	0.27	9.77	-0.06	0.12	0.06	3452.72
-0.13	0.27	9.77	-0.06	0.12	0.06	3452.72
-0.17	0.29	9.80	-0.06	-0.12	0.12	3452.73
-0.17	0.29	9.80	-0.06	-0.12	0.12	3452.73
-0.14	0.29	9.77	-0.06	-0.19	-0.06	3452.74
-0.14	0.29	9.77	0.06	0.00	0.00	3452.74
-0.13	0.30	9.71	0.06	0.00	0.00	3452.75
-0.12	0.26	9.72	0.00	0.19	0.06	3452.75
-0.12	0.26	9.72	0.00	0.19	0.06	3452.76
-0.16	0.30	9.76	0.12	0.12	0.00	3452.77
-0.16	0.30	9.76	0.12	0.12	0.00	3452.77
-0.15	0.28	9.80	-0.06	0.06	0.00	3452.78
-0.15	0.28	9.80	-0.06	0.12	-0.12	3452.78
-0.15	0.27	9.80	-0.06	0.12	-0.12	3452.79
-0.13	0.28	9.70	0.06	0.06	-0.06	3452.80
-0.13	0.28	9.70	0.06	0.06	-0.06	3452.80
-0.13	0.30	9.73	0.00	-0.19	0.12	3452.81
-0.13	0.30	9.73	0.00	0.06	-0.06	3452.81
-0.13	0.29	9.75	0.00	0.06	-0.06	3452.82
-0.13	0.29	9.75	0.06	0.12	-0.06	3452.82
-0.15	0.30	9.81	0.06	0.12	-0.06	3452.83
-0.16	0.29	9.80	0.19	0.25	0.00	3452.84
-0.16	0.29	9.80	0.19	0.25	0.00	3452.84
-0.15	0.29	9.70	0.00	0.12	0.00	3452.85
-0.15	0.29	9.70	0.00	0.12	0.00	3452.85
-0.12	0.28	9.73	-0.06	0.00	0.06	3452.86
-0.12	0.28	9.73	0.00	-0.06	0.06	3452.86
-0.15	0.29	9.77	0.00	-0.06	0.06	3452.87
-0.15	0.29	9.77	-0.06	-0.12	0.06	3452.87
-0.15	0.27	9.77	-0.06	-0.12	0.06	3452.88
-0.16	0.31	9.78	-0.06	0.00	0.06	3452.89
-0.16	0.31	9.78	-0.06	0.00	0.06	3452.89
-0.13	0.26	9.70	0.12	0.00	0.00	3452.90
-0.13	0.26	9.70	0.12	0.00	0.00	3452.90
-0.13	0.27	9.71	0.06	-0.06	0.12	3452.91
-0.13	0.27	9.71	0.00	0.12	-0.06	3452.91
-0.14	0.27	9.77	0.00	0.12	-0.06	3452.92
-0.14	0.27	9.77	0.00	0.12	-0.12	3452.92
-0.16	0.28	9.78	0.00	0.12	-0.12	3452.93
-0.14	0.28	9.80	-0.19	-0.19	0.00	3452.94
-0.14	0.28	9.80	-0.19	-0.19	0.00	3452.94
-0.14	0.28	9.70	0.06	-0.06	-0.12	3452.95
-0.14	0.28	9.70	-0.12	0.06	0.06	3452.95
-0.16	0.28	9.75	-0.12	0.06	0.06	3452.96
-0.15	0.28	9.76	0.06	0.12	0.06	3452.97
-0.15	0.28	9.76	0.06	0.12	0.06	3452.97
-0.12	0.28	9.81	-0.06	0.19	0.12	3452.98
-0.12	0.28	9.81	-0.06	0.19	0.12	3452.98
-0.14	0.29	9.79	0.06	0.06	0.00	3452.99
-0.14	0.29	9.79	0.06	0.06	0.00	3452.99
-0.14	0.28	9.71	0.06	-0.12	0.06	3453.00
-0.14	0.28	9.71	0.00	0.12	-0.06	3453.00
-0.16	0.27	9.75	0.00	0.12	-0.06	3453.01
-0.12	0.29	9.77	0.00	-0.06	-0.19	3453.02
-0.12	0.29	9.77	0.00	-0.06	-0.19	3453.02
-0.13	0.27	9.80	-0.06	0.00	0.00	3453.03
-0.13	0.27	9.80	-0.06	0.00	0.00	3453.03
-0.14	0.28	9.75	-0.06	0.12	0.00	3453.04
-0.14	0.28	9.75	-0.06	0.12	0.00	3453.04
-0.13	0.26	9.67	0.12	0.00	-0.06	3453.05
-0.13	0.26	9.67	0.00	-0.19	0.12	3453.06
-0.15	0.29	9.76	0.00	-0.19	0.12	3453.06
-0.16	0.28	9.76	0.06	-0.12	0.12	3453.07
-0.16	0.28	9.76	0.06	-0.12	0.12	3453.07
-0.13	0.28	9.79	-0.06	0.00	0.12	3453.08
-0.13	0.28	9.79	-0.06	0.00	0.12	3453.08
-0.16	0.27	9.77	0.00	0.06	-0.06	3453.09
-0.16	0.27	9.77	0.12	0.06	-0.06	3453.09
-0.13	0.28	9.68	0.12	0.06	-0.06	3453.10
-0.15	0.27	9.75	0.06	0.06	-0.19	3453.11
-0.15	0.27	9.75	0.06	0.06	-0.19	3453.11
-0.14	0.28	9.78	0.00	-0.12	-0.06	3453.12
-0.14	0.28	9.78	0.00	-0.12	-0.06	3453.12
-0.15	0.27	9.80	0.12	0.06	0.06	3453.13
-0.15	0.27	9.80	-0.06	-0.06	0.06	3453.14
-0.14	0.29	9.81	-0.06	-0.06	0.06	3453.14
-0.15	0.27	9.69	0.06	0.00	-0.06	3453.15
-0.15	0.27	9.69	0.06	0.00	-0.06	3453.15
-0.15	0.28	9.73	-0.06	0.00	0.00	3453.16
-0.15	0.28	9.73	0.12	0.12	0.00	3453.17
-0.13	0.27	9.80	0.12	0.12	0.00	3453.17
-0.13	0.27	9.80	-0.06	-0.06	0.12	3453.18
-0.14	0.27	9.82	-0.06	-0.06	0.12	3453.18
-0.17	0.27	9.84	0.00	0.00	0.00	3453.19
-0.17	0.27	9.84	0.00	0.00	0.00	3453.19
-0.15	0.28	9.71	-0.06	-0.19	-0.06	3453.20
-0.15	0.28	9.71	-0.06	-0.19	-0.06	3453.20
-0.11	0.30	9.75	0.06	-0.25	-0.06	3453.21
-0.11	0.30	9.75	0.12	-0.06	-0.12	3453.22
-0.13	0.27	9.76	0.12	-0.06	-0.12	3453.22
-0.13	0.27	9.76	0.06	0.00	0.00	3453.23
-0.15	0.27	9.79	0.06	0.00	0.00	3453.23
-0.15	0.28	9.75	0.12	0.00	0.00	3453.24
-0.15	0.28	9.75	0.12	0.00	0.00	3453.25
-0.15	0.27	9.70	0.00	-0.12	-0.06	3453.25
-0.15	0.27	9.70	0.12	0.00	-0.06	3453.26
-0.13	0.30	9.73	0.12	0.00	-0.06	3453.26
-0.14	0.29	9.76	0.06	-0.06	0.06	3453.27
-0.14	0.29	9.76	0.06	-0.06	0.06	3453.27
-0.16	0.28	9.81	-0.19	0.00	0.00	3453.28
-0.16	0.28	9.81	-0.19	0.00	0.00	3453.28
-0.12	0.28	9.78	0.00	-0.19	0.06	3453.29
-0.12	0.28	9.78	0.00	-0.19	0.06	3453.29
-0.14	0.25	9.71	0.12	-0.06	0.00	3453.30
-0.14	0.25	9.71	0.06	0.06	0.00	3453.31
-0.14	0.28	9.71	0.06	0.06	0.00	3453.31
-0.16	0.28	9.79	0.06	0.00	0.00	3453.32
-0.16	0.28	9.79	0.06	0.00	0.00	3453.32
-0.16	0.28	9.79	0.00	-0.12	-0.06	3453.33
-0.15	0.29	9.79	0.00	-0.12	-0.06	3453.33
-0.13	0.30	9.79	0.00	-0.06	-0.06	3453.34
-0.13	0.30	9.79	0.00	-0.06	-0.06	3453.35
-0.15	0.26	9.72	0.00	-0.06	0.00	3453.35
-0.15	0.26	9.72	-0.06	0.00	0.06	3453.36
-0.16	0.30	9.73	-0.06	0.00	0.06	3453.36
-0.16	0.28	9.77	0.00	0.00	0.00	3453.37
-0.16	0.28	9.77	0.00	0.00	0.00	3453.37
-0.15	0.30	9.81	-0.06	0.12	0.19	3453.38
-0.15	0.30	9.81	-0.06	0.12	0.19	3453.38
-0.14	0.29	9.79	0.00	-0.12	0.12	3453.39
-0.14	0.29	9.79	0.00	-0.12	0.12	3453.40
-0.13	0.28	9.69	0.00	-0.06	0.00	3453.40
-0.13	0.28	9.69	0.19	0.25	-0.06	3453.41
-0.12	0.28	9.73	0.19	0.25	-0.06	3453.41
-0.13	0.28	9.78	0.12	0.12	-0.12	3453.42
-0.13	0.28	9.78	0.12	0.12	-0.12	3453.42
-0.14	0.27	9.76	0.12	-0.06	-0.06	3453.43
-0.14	0.27	9.76	0.12	-0.06	-0.06	3453.44
-0.14	0.29	9.77	-0.12	0.00	0.06	3453.44
-0.14	0.29	9.77	0.06	0.00	-0.12	3453.45
-0.14	0.27	9.71	0.06	0.00	-0.12	3453.45
-0.12	0.27	9.72	0.06	0.00	0.00	3453.46
-0.12	0.27	9.72	0.06	0.00	0.00	3453.47
-0.13	0.28	9.78	-0.06	-0.12	-0.06	3453.47
-0.13	0.28	9.78	-0.06	-0.12	-0.06	3453.48
-0.14	0.29	9.79	0.00	0.06	-0.12	3453.48
-0.14	0.29	9.79	0.06	-0.06	-0.12	3453.49
-0.13	0.28	9.80	0.06	-0.06	-0.12	3453.50
-0.13	0.30	9.70	0.12	0.06	-0.19	3453.50
-0.13	0.30	9.70	0.12	0.06	-0.19	3453.51
-0.13	0.29	9.73	0.12	0.12	0.06	3453.51
-0.13	0.29	9.73	0.12	0.12	0.06	3453.52
-0.14	0.27	9.78	-0.06	0.00	0.06	3453.52
-0.14	0.27	9.78	0.06	-0.06	0.00	3453.53
-0.14	0.27	9.81	0.06	-0.06	0.00	3453.53
-0.14	0.27	9.83	-0.06	-0.06	0.06	3453.54
-0.14	0.27	9.83	-0.06	-0.06	0.06	3453.55
-0.15	0.27	9.74	-0.12	0.00	0.12	3453.55
-0.15	0.27	9.74	-0.12	0.00	0.12	3453.56
-0.15	0.29	9.74	0.12	-0.12	0.12	3453.56
-0.15	0.29	9.74	0.06	-0.06	0.00	3453.57
-0.14	0.29	9.76	0.06	-0.06	0.00	3453.57
-0.14	0.29	9.76	-0.06	-0.06	0.00	3453.58
-0.13	0.28	9.78	-0.06	-0.06	0.00	3453.58
-0.13	0.28	9.75	0.06	-0.12	0.00	3453.59
-0.13	0.28	9.75	0.06	-0.12	0.00	3453.60
-0.14	0.29	9.69	0.00	0.06	0.06	3453.60
-0.14	0.29	9.69	0.00	0.06	0.06	3453.61
-0.13	0.30	9.72	-0.06	0.00	0.00	3453.61
-0.13	0.30	9.72	-0.06	0.00	-0.06	3453.62
-0.12	0.29	9.79	-0.06	0.00	-0.06	3453.62
-0.12	0.29	9.79	0.00	0.00	0.00	3453.63
-0.13	0.28	9.79	0.00	0.00	0.00	3453.64
-0.13	0.29	9.77	0.06	0.19	0.00	3453.64
-0.13	0.29	9.77	0.06	0.19	0.00	3453.65
-0.14	0.27	9.67	0.00	0.12	0.00	3453.65
-0.14	0.27	9.67	0.00	0.12	0.00	3453.66
-0.14	0.27	9.72	0.06	-0.12	0.00	3453.66
-0.13	0.27	9.78	0.12	0.00	-0.06	3453.67
-0.13	0.27	9.78	0.12	0.00	-0.06	3453.67
-0.13	0.27	9.78	0.12	0.31	-0.19	3453.68
-0.15	0.30	9.83	0.12	0.31	-0.19	3453.69
-0.12	0.29	9.79	-0.06	0.12	-0.06	3453.69
-0.12	0.29	9.79	-0.06	0.12	-0.06	3453.70
-0.15	0.29	9.72	0.00	-0.06	0.00	3453.70
-0.15	0.29	9.72	-0.06	-0.06	0.00	3453.71
-0.14	0.27	9.76	-0.06	-0.06	0.00	3453.71
-0.18	0.29	9.77	-0.06	0.06	0.00	3453.72
-0.18	0.29	9.77	-0.06	0.06	0.00	3453.72
-0.13	0.27	9.78	-0.06	0.06	0.06	3453.73
-0.13	0.27	9.78	-0.06	0.06	0.06	3453.74
-0.15	0.31	9.80	0.06	0.00	0.00	3453.74
-0.15	0.31	9.80	0.06	0.00	0.00	3453.75
-0.16	0.28	9.71	0.06	0.00	-0.06	3453.75
-0.16	0.28	9.71	0.12	-0.06	-0.06	3453.76
-0.17	0.29	9.75	0.12	-0.06	-0.06	3453.77
-0.14	0.27	9.78	0.00	0.00	-0.19	3453.77
-0.14	0.27	9.78	0.00	0.00	-0.19	3453.78
-0.15	0.30	9.79	0.00	-0.06	0.06	3453.78
-0.15	0.30	9.79	0.00	-0.06	0.06	3453.79
-0.15	0.27	9.76	0.12	-0.06	0.00	3453.79
-0.15	0.27	9.76	0.12	-0.06	0.00	3453.80
-0.13	0.27	9.69	0.06	0.00	-0.06	3453.80
-0.13	0.27	9.69	-0.06	0.06	-0.06	3453.81
-0.14	0.26	9.75	-0.06	0.06	-0.06	3453.82
-0.16	0.29	9.77	0.00	0.12	-0.06	3453.82
-0.16	0.29	9.77	0.00	0.12	-0.06	3453.83
-0.15	0.25	9.83	0.12	0.19	0.00	3453.83
-0.15	0.25	9.83	0.12	0.19	0.00	3453.84
-0.14	0.26	9.81	-0.06	-0.06	0.00	3453.84
-0.14	0.26	9.81	-0.06	-0.06	0.00	3453.85
-0.21	0.20	9.71	0.00	-0.12	0.06	3453.85
-0.12	0.33	9.69	0.94	0.00	0.50	3453.86
-0.12	0.33	9.69	0.94	0.00	0.50	3453.87
-0.20	0.24	9.79	0.56	-0.19	0.25	3453.87
-0.20	0.24	9.79	0.56	-0.19	0.25	3453.88
-0.10	0.32	9.77	0.31	-0.06	0.31	3453.88
-0.10	0.32	9.77	0.31	-0.06	0.31	3453.89
-0.14	0.26	9.81	0.25	-0.12	0.12	3453.89
-0.14	0.26	9.81	0.00	0.06	0.19	3453.90
-0.19	0.26	9.73	0.00	0.06	0.19	3453.91
-0.16	0.30	9.71	0.00	0.00	0.06	3453.91
-0.16	0.30	9.71	0.00	0.00	0.06	3453.92
-0.15	0.30	9.77	0.19	-0.06	-0.12	3453.92
-0.15	0.30	9.77	0.19	-0.06	-0.12	3453.93
-0.13	0.28	9.79	0.19	0.25	-0.06	3453.94
-0.17	0.28	9.83	0.00	0.12	0.00	3453.94
-0.17	0.28	9.83	0.00	0.12	0.00	3453.95
-0.14	0.30	9.69	0.00	0.06	0.00	3453.95
-0.14	0.30	9.69	0.00	0.06	0.00	3453.96
-0.16	0.28	9.75	0.00	-0.19	0.00	3453.96
-0.16	0.28	9.75	0.00	0.06	-0.19	3453.97
-0.12	0.29	9.73	0.00	0.06	-0.19	3453.97
-0.12	0.29	9.73	0.06	0.12	-0.06	3453.98
-0.14	0.29	9.77	0.06	0.12	-0.06	3453.99
-0.13	0.29	9.76	-0.12	-0.25	-0.06	3453.99
-0.13	0.29	9.76	-0.12	-0.25	-0.06	3454.00
-0.13	0.26	9.71	-0.25	-0.12	0.06	3454.00
-0.13	0.26	9.71	-0.25	-0.12	0.06	3454.01
-0.13	0.27	9.74	0.00	-0.19	0.00	3454.02
-0.13	0.27	9.74	0.00	0.00	-0.06	3454.02
-0.16	0.29	9.79	0.00	0.00	-0.06	3454.03
-0.16	0.29	9.79	-0.12	-0.06	0.00	3454.03
-0.14	0.28	9.80	-0.12	-0.06	0.00	3454.04
-0.13	0.28	9.76	-0.06	-0.06	-0.06	3454.04
-0.13	0.28	9.76	-0.06	-0.06	-0.06	3454.05
-0.13	0.30	9.70	-0.06	0.19	0.00	3454.06
-0.13	0.30	9.70	-0.06	-0.06	0.00	3454.06
-0.15	0.29	9.76	-0.06	-0.06	0.00	3454.07
-0.17	0.27	9.77	0.12	0.19	-0.06	3454.07
-0.17	0.27	9.77	0.12	0.19	-0.06	3454.08
-0.14	0.27	9.76	-0.19	0.06	-0.12	3454.08
-0.14	0.27	9.76	-0.19	0.06	-0.12	3454.09
-0.15	0.28	9.79	-0.25	0.00	0.00	3454.09
-0.15	0.28	9.79	-0.12	0.12	0.00	3454.10
-0.13	0.27	9.71	-0.12	0.12	0.00	3454.11
-0.15	0.27	9.72	0.00	-0.12	-0.12	3454.11
-0.15	0.27	9.72	0.00	-0.12	-0.12	3454.12
-0.14	0.28	9.78	-0.12	-0.06	-0.06	3454.12
-0.14	0.28	9.78	-0.12	-0.06	-0.06	3454.13
-0.13	0.30	9.78	-0.19	-0.06	0.00	3454.14
-0.13	0.30	9.78	-0.12	0.12	0.00	3454.14
-0.13	0.28	9.75	-0.12	0.12	0.00	3454.15
-0.16	0.28	9.71	-0.12	0.06	-0.12	3454.15
-0.16	0.28	9.71	-0.12	0.06	-0.12	3454.16
-0.11	0.31	9.75	-0.19	0.00	0.06	3454.17
-0.11	0.31	9.75	-0.12	-0.12	0.06	3454.17
-0.11	0.30	9.74	-0.12	-0.12	0.06	3454.18
-0.11	0.30	9.74	0.00	-0.25	-0.06	3454.18
-0.11	0.30	9.79	0.00	-0.25	-0.06	3454.19
-0.14	0.30	9.72	0.00	-0.25	-0.06	3454.19
-0.14	0.30	9.72	0.00	-0.25	-0.06	3454.20
-0.15	0.28	9.69	-0.06	0.06	-0.06	3454.20
-0.15	0.28	9.69	-0.06	0.06	-0.06	3454.21
-0.11	0.29	9.71	-0.19	-0.06	0.00	3454.22
-0.14	0.30	9.80	0.00	-0.31	0.00	3454.22
-0.14	0.30	9.80	0.00	-0.31	0.00	3454.23
-0.14	0.30	9.80	0.06	-0.12	0.00	3454.23
-0.16	0.29	9.81	0.06	-0.12	0.00	3454.24
-0.14	0.28	9.76	-0.06	-0.12	0.06	3454.24
-0.14	0.28	9.76	-0.06	-0.12	0.06	3454.25
-0.16	0.25	9.70	0.06	0.00	0.00	3454.26
-0.16	0.25	9.70	-0.06	0.00	-0.19	3454.26
-0.14	0.28	9.76	-0.06	0.00	-0.19	3454.27
-0.17	0.26	9.77	0.00	0.06	-0.12	3454.27
-0.17	0.26	9.77	0.00	0.06	-0.12	3454.28
-0.16	0.28	9.80	-0.19	-0.06	0.00	3454.28
-0.16	0.28	9.80	-0.19	-0.06	0.00	3454.29
-0.18	0.29	9.81	0.00	-0.06	-0.06	3454.30
-0.18	0.29	9.81	-0.06	-0.12	0.06	3454.30
-0.13	0.23	9.73	-0.06	-0.12	0.06	3454.31
-0.15	0.30	9.72	-0.19	-0.12	-0.19	3454.31
-0.15	0.30	9.72	-0.19	-0.12	-0.19	3454.32
-0.13	0.29	9.82	-0.12	-0.19	-0.06	3454.32
-0.13	0.29	9.82	-0.12	-0.19	-0.06	3454.33
-0.12	0.32	9.79	-0.06	-0.06	0.00	3454.34
-0.12	0.32	9.79	-0.12	0.00	0.00	3454.34
-0.11	0.32	9.78	-0.12	0.00	0.00	3454.35
-0.13	0.31	9.70	-0.06	0.12	-0.06	3454.35
-0.13	0.31	9.70	-0.06	0.12	-0.06	3454.36
-0.16	0.27	9.75	-0.19	-0.31	-0.06	3454.37
-0.16	0.27	9.75	-0.19	-0.06	0.12	3454.37
-0.12	0.28	9.74	-0.19	-0.06	0.12	3454.38
-0.12	0.28	9.74	-0.12	-0.06	0.12	3454.38
-0.12	0.27	9.79	-0.12	-0.06	0.12	3454.39
-0.13	0.30	9.78	-0.19	-0.06	0.00	3454.39
-0.13	0.30	9.78	-0.19	-0.06	0.00	3454.40
-0.14	0.27	9.71	0.00	0.00	0.00	3454.40
-0.14	0.27	9.71	0.00	0.00	0.00	3454.41
-0.14	0.28	9.73	-0.25	-0.06	0.06	3454.42
-0.14	0.28	9.73	-0.12	0.06	-0.12	3454.42
-0.12	0.29	9.78	-0.12	0.06	-0.12	3454.43
-0.12	0.29	9.78	-0.12	0.00	0.06	3454.43
-0.15	0.28	9.79	-0.12	0.00	0.06	3454.44
-0.13	0.32	9.80	-0.19	0.00	0.12	3454.44
-0.13	0.32	9.80	-0.19	0.00	0.12	3454.45
-0.15	0.30	9.73	-0.19	0.00	0.12	3454.46
-0.15	0.30	9.73	-0.12	-0.06	0.06	3454.46
-0.13	0.29	9.75	-0.12	-0.06	0.06	3454.47
-0.13	0.31	9.76	-0.19	0.00	0.12	3454.47
-0.13	0.31	9.76	-0.19	0.00	0.12	3454.48
-0.15	0.26	9.79	-0.19	-0.19	-0.06	3454.48
-0.15	0.26	9.79	-0.19	-0.19	-0.06	3454.49
-0.16	0.27	9.75	0.00	0.06	-0.06	3454.50
-0.16	0.27	9.75	0.00	0.06	-0.06	3454.50
-0.16	0.28	9.69	0.00	0.19	-0.06	3454.51
-0.16	0.28	9.69	0.12	-0.06	0.06	3454.51
-0.15	0.29	9.73	0.12	-0.06	0.06	3454.52
